Id;FechaHoraEstado;PreparacionEstado;PreparacionTipo;PedidoCodigos;DespachoCodigo;DespachoDescripcion;ClienteId;Codigo;Cliente;Domicilio;ArticuloId;CodigoArticulo;Articulo;Unidades;UnidadesReservada;UnidadesSatisfecha;ContenedorId;Contenedor;ContenedorDetalleId;Lote;Serie;PesoDeclarado;FechaVencimiento;ContenedorUnidades;ControlContenedorId;ControlContenedorFechaHoraEstado;ControlContenedorUsuarioNombre;ControlContenedorUsuarioApellido;TareaId;TareaFechaHoraEstado;TareaUsuarioId;TareaUsuarioNombre;TareaUsuarioApellido;ControlContenedorUsuarioCompleto;TareaUsuarioCompleto
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954678;A842           ;A842 - DUCHADOR ANTICALCAREO 5 FUNCIONES C/SOPORTE Y FLEX;16;16;16;19599014;6,04261E+13;153932209;;;;07/27/2031 00:00:00;16;11878417;6/4/2026 07:27;Agustin;Scirica;20847867;26/3/2026 15:17;6553;Martin;Acosta;Agustin Scirica;Martin Acosta
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954648;A813           ;A813 - DUCHA C/BRAZO Y CAMPANA CR 3 FUNCIONES;42;42;42;19599014;6,04261E+13;153929341;;;;07/27/2031 00:00:00;42;11878417;6/4/2026 07:27;Agustin;Scirica;20847867;26/3/2026 15:17;6553;Martin;Acosta;Agustin Scirica;Martin Acosta
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954650;A815           ;"A815 - DUCHA 8"" C/BRAZO Y CAMPANA CR";29;29;29;19599014;6,04261E+13;153930520;;;;07/28/2031 00:00:00;29;11878417;6/4/2026 07:27;Agustin;Scirica;20847867;26/3/2026 15:17;6553;Martin;Acosta;Agustin Scirica;Martin Acosta
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954651;A816           ;"A816 - DUCHA 6"" C/BRAZO Y CAMPANA CR";57;57;57;19599014;6,04261E+13;153930720;;;;07/27/2031 00:00:00;57;11878417;6/4/2026 07:27;Agustin;Scirica;20847867;26/3/2026 15:17;6553;Martin;Acosta;Agustin Scirica;Martin Acosta
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954656;A819           ;A819 - DUCHADOR ANTICALCAREO C/FLEXIBLE Y SOPORTE;45;45;45;19599014;6,04261E+13;153931873;;;;07/27/2031 00:00:00;45;11878417;6/4/2026 07:27;Agustin;Scirica;20847867;26/3/2026 15:17;6553;Martin;Acosta;Agustin Scirica;Martin Acosta
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954679;A843           ;A843 - DUCHADOR ANTICALCAREO 5F C/BARRAL,SOP,FLEX,JABONER;20;20;20;19758148;6,04261E+13;153935431;;;;07/28/2031 00:00:00;20;11878470;6/4/2026 07:01;Agustin;Scirica;;;;;;Agustin Scirica;
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;954649;A814           ;A814 - DUCHA C/BRAZO Y CAMPANA CR;40;40;40;19758148;6,04261E+13;153929700;;;;07/28/2031 00:00:00;40;11878470;6/4/2026 07:01;Agustin;Scirica;;;;;;Agustin Scirica;
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;952834;70-013         ;70-013 - BIDE CR SEVILLA;20;20;20;19758148;6,04261E+13;153927382;;;;07/27/2031 00:00:00;20;11878470;6/4/2026 07:01;Agustin;Scirica;;;;;;Agustin Scirica;
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;952554;60-013         ;60-013 - LAVATORIO CR SEVILLA;30;30;30;19758148;6,04261E+13;153927205;;;;07/27/2031 00:00:00;30;11878470;6/4/2026 07:01;Agustin;Scirica;;;;;;Agustin Scirica;
12063806;6/4/2026 07:27;3;2;0001  205618-1;22;EASY 7-4;2091589;CE01    ;CENCOSUD S.A.                                     ;SAN LORENZO 4153;951748;3006;3006 - SET DE 6 PIEZAS LINEA 3000;46;46;46;19758148;6,04261E+13;153935007;;;;07/27/2031 00:00:00;46;11878470;6/4/2026 07:01;Agustin;Scirica;;;;;;Agustin Scirica;
