ControlContenedorId,FechaInicio,FechaFin,Usuario,UsuarioId,TiempoEstimadoMinutos,TiempoRealMinutos,TiempoEstimadoSegundos,TiempoRealSegundos,CumplioTiempo,Unidades,Articulos,CantidadConversion,TiempoEntreTareasMinutos,TiempoEntreTareasSegundos,CumplioTiempoEntreTareas,CodigoArticulo,DescripcionArticulo,UnidadesDetalle,CantidadConversionDetalle,FechaHoraLog
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,1,26,0,,,Excedido,"60-002         ",60-002 - LAVATORIO RENACER,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,2,26,0,,,Excedido,"214/CR         ",214/CR - LAVATORIO CR/CR ARES,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,1,26,0,,,Excedido,"314/CR         ",314/CR - BIDE CROMO ARES,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,1,26,0,,,Excedido,"80-166N        ",80-166N - DUCHA EMB. C/TRANSF. BLACK C.CERAM ADRA PLUS,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,1,26,0,,,Excedido,"70-162N        ",70-162N - BIDE BLACK C.CERAM LINEA ADRA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,1,26,0,,,Excedido,"60-162N        ",60-162N - LAVATORIO BLACK C.CERAM LINEA ADRA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,3,26,0,,,Excedido,"80-166         ","DUCHA EMB. C/TRANSF. CR C.CERAM ADRA PLUS                             ",0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,8,26,0,,,Excedido,"60-162         ",60-162 - LAVATORIO CR C.CERAM LINEA ADRA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,4,26,0,,,Excedido,"60-010         ",60-010 - LAVATORIO BL/CR LORCA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,5,26,0,,,Excedido,"70-162         ",70-162 - BIDE CR C.CERAM LINEA ADRA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,2,26,0,,,Excedido,"70-010         ",70-010 - BIDE BL/CR LORCA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,4,26,0,,,Excedido,"80-057         ",80-057 - DUCHA EMB. C/TRANSF. C.STD VERIN PLUS,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,7,26,0,,,Excedido,"60-057         ",60-057 - LAVATORIO C.STD VERIN PLUS,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,4,26,0,,,Excedido,"203            ","203 - LAVATORIO CROMO ""DIQUE""",0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,2,26,0,,,Excedido,"303            ","303 - BIDET CROMO ""DIQUE""",0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,2,26,0,,,Excedido,"51-058         ",51-058 - COCINA MESADA CR C.STD MALBA,0,0,07/01/2026 09:20:52
12937076,07/01/2026 06:03:57,07/01/2026 06:20:52,gsoderquvist,6415,00:09:54,00:16:55,594,1015,Fuera de Tiempo,5,26,0,,,Excedido,"60-058         ",60-058 - LAVATORIO CR C.STD MALBA,0,0,07/01/2026 09:20:52
